B,I_c
-10,0.0554258156033195
-10,0.0593087179496745
-10,0.0572266666638864
-9.99806043164825,0.06
-9.9822088495431,0.054
-9.98,0.0537226666688658
-9.98,0.0608124271846855
-9.98,0.0569642105202463
-9.97725395347408,0.058
-9.97160401338423,0.06
-9.97018734176556,0.052
-9.96286557379071,0.05
-9.9607999999385,0.054
-9.96,0.0497990804579817
-9.96,0.0539871604949494
-9.96,0.0540108333323947
-9.95706218485028,0.05
-9.95366299212067,0.052
-9.94087835051026,0.058
-9.94087835051026,0.058
-9.94,0.0556282352967217
-9.94,0.057053333331877
-9.94,0.0582103703690983
-9.93899764706437,0.058
-9.93319344262255,0.054
-9.92386782608841,0.048
-9.92386782608841,0.048
-9.92,0.0524670476194765
-9.92,0.0461466666656427
-9.92,0.0490225287369193
-9.91540324325081,0.05
-9.91398918918121,0.048
-9.90709473681992,0.052
-9.9,0.0488416260155483
-9.89460800001979,0.052
-9.89277664233997,0.056
-9.89027440272776,0.05
-9.88500206186158,0.054
-9.88440529800894,0.06
-9.88200216215601,0.058
-9.88,0.0605408130079007
-9.87797595628883,0.058
-9.87130457516794,0.06
-9.86855947711959,0.056
-9.86755897434322,0.054
-9.86,0.0536291823905666
-9.85026165413534,0.052
-9.8441321100828,0.06
-9.8441321100828,0.06
-9.84,0.0509660606060606
-9.84,0.0595710476194649
-9.84,0.0602729696965299
-9.83636774194708,0.06
-9.83241411763902,0.054
-9.82797533039018,0.052
-9.82091428569934,0.056
-9.82,0.0565866666571093
-9.81900845072009,0.056
-9.80877446809205,0.054
-9.80706857142663,0.052
-9.8,0.0514212865505057
-9.7893591397936,0.052
-9.78,0.0533187878812432
-9.77531666668827,0.054
-9.76,0.0552567521367924
-9.74309885055655,0.054
-9.74087953218013,0.06
-9.74087953218013,0.06
-9.74,0.0534713725517559
-9.74,0.0597721212080771
-9.74,0.0601474509831058
-9.73929389670019,0.06
-9.72,0.053178074072183
-9.7160352941189,0.056
-9.70831999999103,0.054
-9.7,0.0572980952366324
-9.68362222221418,0.058
-9.68,0.0580790303029512
-9.6768952380984,0.058
-9.6768952380984,0.058
-9.66209265537682,0.06
-9.66198974358102,0.064
-9.66198974358102,0.064
-9.66,0.0602204761916952
-9.66,0.0575921839080986
-9.66,0.0593140740718423
-9.66,0.0638118787886616
-9.66,0.0643979487164751
-9.65698861787244,0.06
-9.65695686276287,0.064
-9.65014444444773,0.058
-9.64,0.0585180141848105
-9.62595384613209,0.058
-9.62,0.0575085714300426
-9.61699417476981,0.058
-9.61326956523811,0.062
-9.60836978852036,0.06
-9.6,0.0629248484837472
-9.59671055900238,0.066
-9.5879728813588,0.064
-9.58,0.0669854945054228
-9.5769254901894,0.064
-9.57213333333251,0.066
-9.5657250000055,0.06
-9.56293012048707,0.058
-9.56231111111875,0.062
-9.56,0.0573427027013057
