B,I_c
-10,0.0150569696954983
-10,0.00886123456765252
-10,0.0104521568630234
-9.99869473684843,0.018
-9.995293877548,0.01
-9.99527692307999,0.026
-9.99512897196859,0.022
-9.99428990824399,0.016
-9.9932122033952,0.02
-9.99128648655846,0.024
-9.9912057553983,0.028
-9.98596018958111,0.036
-9.98596018958111,0.036
-9.98,0.0287635294119655
-9.98,0.0350886956517981
-9.98,0.0364931764713496
-9.97129832402623,0.028
-9.96915862069314,0.036
-9.96387005075344,0.026
-9.96352977098645,0.006
-9.96352977098645,0.006
-9.96320872727452,0.018
-9.96306956520239,0.016
-9.96282995594953,0.02
-9.96061317366498,0.022
-9.96,0.0246624561387563
-9.96,0.0224266666755413
-9.96,0.0156379487193738
-9.96,0.00535777777823289
-9.96,0.00657086419842536
-9.9593639751423,0.022
-9.95849787234772,0.016
-9.95787889908336,0.006
-9.95695724137621,0.018
-9.95663664921016,0.02
-9.9530690909155,0.026
-9.95112164947285,0.03
-9.94810352940784,0.028
-9.94283636363731,0.024
-9.94199322028413,0.036
-9.94199322028413,0.036
-9.94,0.0239607547171721
-9.94,0.0240831999996313
-9.94,0.0309103797462192
-9.94,0.0354400000110787
-9.94,0.0361306666631132
-9.93893090911945,0.036
-9.93036785714336,0.03
-9.93015342466647,0.026
-9.92695564853151,0.022
-9.92532059701672,0.018
-9.92194545454834,0.02
-9.9213511961803,0.006
-9.9213511961803,0.006
-9.92,0.0168789937099495
-9.92,0.0279005128197243
-9.92,0.0280646666672811
-9.92,0.00576466666523307
-9.92,0.00623533333476693
-9.91934789915376,0.028
-9.90979854015336,0.016
-9.90383511452352,0.008
-9.90192195120034,0.026
-9.90110909090681,0.022
-9.9,0.014852649572972
-9.9,0.0219070476194141
-9.9,0.0222323809509209
-9.9,0.0256497777817148
-9.9,0.0261281300800994
-9.9,0.00501843137178604
-9.9,0.00919619047932238
-9.89682025315221,0.008
-9.89336953641905,0.02
-9.89136744182972,0.024
-9.88812035397467,0.016
-9.88538394161589,0.006
-9.88021999996957,0.03
-9.88021999996957,0.03
-9.88,0.0170923809509181
-9.88,0.0183176666671787
-9.88,0.0274509401711254
-9.88,0.029946666673816
-9.88,0.0300209523780267
-9.8796740741181,0.03
-9.86867160494485,0.016
-9.86835333333165,0.022
-9.86831812865198,0.01
-9.86445847952338,0.008
-9.86445847952338,0.008
-9.86370666667426,0.024
-9.8632715447238,0.012
-9.86252121211259,0.02
-9.86,0.0153113725490196
