B,I_c
-10,0.0354391111120747
-10,0.0404478714869519
-10,0.0391355038742216
-10,0.0291763809520047
-10,0.0310295238105966
-9.99760758294581,0.036
-9.99062857141452,0.04
-9.98,0.0374569411774641
-9.98,0.0299682352943184
-9.98,0.0303085714257182
-9.97838000000261,0.03
-9.97658461537505,0.032
-9.97658461537505,0.032
-9.97270839695989,0.034
-9.96928135592972,0.04
-9.96,0.0370815503854307
-9.96,0.03903929824744
-9.96,0.0407450340133038
-9.96,0.0305977235748037
-9.96,0.0350881045769217
-9.95128376962434,0.034
-9.95002810809995,0.042
-9.94791020406252,0.038
-9.94111724143485,0.04
-9.94,0.043236799998774
-9.94,0.0400675000034987
-9.94,0.0398457142781687
-9.94,0.0319473417712669
-9.94,0.0321094736859609
-9.93058274113282,0.042
-9.92391641791292,0.034
-9.92,0.0399485057465251
-9.92,0.0309013333271729
-9.92,0.0351662222217222
-9.91551999995452,0.04
-9.91364067795935,0.036
-9.9,0.0401149629627726
-9.9,0.0315354385942613
-9.9,0.0371663768110305
-9.89500377355129,0.032
-9.89073705584002,0.034
-9.89057049181447,0.038
-9.88,0.0402048484863289
-9.88,0.0354101333321781
-9.88,0.039653333331821
-9.8735619047599,0.04
-9.86844153005853,0.034
-9.8634666666297,0.038
-9.86,0.0386438095160745
-9.86,0.0320194871810319
-9.86,0.037849777778938
-9.84,0.0387056410267527
-9.84,0.0323173333443215
-9.84,0.0368533333333333
-9.83634285713911,0.036
-9.828389473696,0.042
-9.828389473696,0.042
-9.82768780483545,0.034
-9.82,0.0392048484845912
-9.82,0.0405831111115893
-9.82,0.0430899145304625
-9.81814588237325,0.034
-9.8123640718475,0.042
-9.81005999998871,0.038
-9.80178461538272,0.01
-9.80178461538272,0.01
-9.80125714278877,0.04
-9.8,0.0362115555590896
-9.8,0.035940125785151
-9.8,0.0323933333323093
-9.8,0.0399161904806264
-9.8,0.0400335238077102
-9.8,0.00948444444472184
-9.8,0.0101463063061173
-9.79962150539734,0.04
-9.79823703700598,0.036
-9.79715087719668,0.01
-9.78379259259087,0.028
-9.78379259259087,0.028
-9.78270976431726,0.016
-9.78270976431726,0.016
-9.78,0.0325173333394063
-9.78,0.0154038518508453
-9.78,0.0164127179497442
-9.78,0.0278916402116332
-9.78,0.0281896296296296
-9.77815495495257,0.028
-9.7772055555479,0.016
-9.77563921568803,0.034
-9.77301560284458,0.036
-9.76916862744329,0.042
-9.76894060605179,0.04
-9.76894060605179,0.04
-9.76,0.0375685470084235
-9.76,0.0385098989906292
-9.76,0.043074942529024
-9.75676410256114,0.038
-9.75294035087576,0.044
-9.75294035087576,0.044
-9.74960888888115,0.042
-9.74178765430346,0.04
-9.74,0.0398950724649213
-9.74,0.0427391452988394
-9.74,0.0449834666661616
-9.73260880503627,0.036
-9.72907259260749,0.044
-9.72698905472235,0.038
-9.72,0.0343293333326507
-9.71073636364033,0.03
-9.70911384616617,0.028
-9.70911384616617,0.028
-9.70820331492177,0.032
-9.70706580645487,0.036
-9.7,0.0365704166673067
-9.7,0.0271414492752364
-9.7,0.033302456138947
-9.69073725488396,0.03
-9.68981728394983,0.04
-9.68475111110198,0.038
-9.682828985519,0.028
-9.68174666670351,0.036
-9.68174666670351,0.036
-9.68118596493125,0.042
-9.68,0.0420763841821066
-9.68,0.0309607017531939
-9.68,0.0333164444427381
-9.68,0.035708888883822
-9.68,0.036218333338624
-9.67946256408967,0.036
-9.66589523811215,0.05
-9.66537283949111,0.032
-9.66486755555542,0.044
-9.66415367232402,0.048
-9.66415367232402,0.048
-9.66,0.0449607017550622
-9.66,0.0472341666645333
-9.66,0.0503114465418075
-9.65514509802187,0.05
-9.65401530055257,0.044
-9.65371623931172,0.048
-9.64267619048898,0.038
-9.64267619048898,0.038
-9.64133983741973,0.042
-9.64,0.0417108771884076
-9.64,0.037375555551232
-9.64,0.0383746666692608
-9.62,0.0412547368418511
-9.62,0.0379399999988622
-9.62,0.0381661538495664
-9.61938867923487,0.038
-9.61646233765342,0.046
-9.61575200000533,0.042
-9.60688727272099,0.048
-9.60671157894451,0.044
-9.60545000000466,0.052
-9.60314308300199,0.05
-9.6,0.0529301333336636
-9.59021463414135,0.054
-9.58846942147992,0.052
-9.58217411761804,0.048
-9.5820643356509,0.056
-9.58,0.0566149999957333
-9.58,0.0527591111111532
-9.58,0.0513789090913886
-9.58,0.048150243900183
-9.58,0.0477630769263796
-9.57841290323696,0.056
-9.57354366196854,0.046
-9.56646881720661,0.044
-9.56573333333056,0.036
-9.56573333333056,0.036
-9.56143448277052,0.042
-9.56138666667916,0.054
-9.56,0.0508253658541374
-9.56,0.0485286956533653
-9.56,0.0418109090895235
-9.56,0.0345406060610243
-9.56,0.037267368421269
-9.55201767955893,0.036
-9.54823225801975,0.048
-9.54706367713474,0.046
-9.54701582732797,0.044
-9.54701582732797,0.044
-9.54187142855671,0.05
-9.54,0.0417501754385783
-9.54,0.0424520634930245
-9.54,0.0494177777788094
-9.53894141414995,0.05
-9.53604444444034,0.042
-9.53124888888349,0.046
-9.52951397848966,0.044
-9.52522074074425,0.04
-9.52,0.0394660606050056
-9.52,0.0407578494633624
-9.52,0.0431325490208116
-9.52,0.0469120720720972
-9.52,0.0516027350417534
-9.51212100840405,0.05
-9.51090393701357,0.042
-9.50643146068198,0.048
-9.50330566040129,0.044
-9.50049920001,0.036
-9.50049920001,0.036
-9.50045547446192,0.022
-9.50045547446192,0.022
-9.5,0.0382118918918616
-9.5,0.0437753846143731
-9.5,0.0442085714298392
-9.5,0.0359405714273579
-9.5,0.0366933333431637
-9.5,0.0215839999929658
-9.5,0.0221890909127107
-9.49921999998346,0.022
-9.49829041092367,0.036
-9.4927115789435,0.042
-9.49053884296594,0.048
-9.48619449539512,0.046
-9.48592780487922,0.05
-9.48399354839146,0.04
-9.48,0.0516202666632308
-9.47694479639328,0.046
-9.4750400000009,0.05
-9.47461739130373,0.04
-9.47394153846522,0.044
-9.47371822660515,0.048
-9.47332400000423,0.036
-9.46735497382012,0.042
-9.46506788991372,0.028
-9.46506788991372,0.028
-9.46458046510895,0.034
-9.46412050208971,0.038
-9.46,0.0330052525262074
-9.46,0.027199420289915
-9.46,0.0296011594201701
-9.45443615819458,0.034
-9.45342380951781,0.028
-9.45265136612204,0.04
-9.44916747967499,0.036
-9.44686933334046,0.038
-9.44662095238982,0.042
-9.44458930041847,0.046
