B,I_c
-10,0.0623863945592334
-9.9936179774965,0.062
-9.98,0.0616077669909852
-9.96582325581948,0.058
-9.96338461539441,0.06
-9.96,0.0566088888870563
-9.95354639173935,0.058
-9.94998019799264,0.06
-9.94444128113024,0.062
-9.94,0.0635407407369425
-9.93264233578087,0.06
-9.92454117647961,0.058
-9.92,0.0626817204300535
-9.92,0.0611546666668676
-9.92,0.0572647619035537
-9.91197468353922,0.062
-9.90695384614743,0.054
-9.90695384614743,0.054
-9.90211891892149,0.05
-9.90211891892149,0.05
-9.9,0.0572547008548122
-9.9,0.0536575757582584
-9.9,0.0544708333323947
-9.9,0.0498406504062913
-9.9,0.0503038759691015
-9.89866211603963,0.05
-9.89767010309763,0.054
-9.89528648648357,0.058
-9.89254304635287,0.06
-9.88,0.0615398373986436
-9.86454644807858,0.058
-9.86454644807858,0.058
-9.86,0.0607583333333333
-9.86,0.0571595959615568
-9.86,0.0590666666651963
-9.84985365856656,0.058
-9.84102255639098,0.052
-9.84102255639098,0.052
-9.84,0.0617624242436483
-9.84,0.0518969696969697
-9.84,0.0523777777777778
-9.83880176211391,0.052
-9.82880000003221,0.062
-9.82,0.0622095238093168
-9.81784615384527,0.062
-9.80777142863215,0.06
-9.8,0.0587047618991891
-9.7857948718088,0.056
-9.7857948718088,0.056
-9.78,0.0585583333307733
-9.78,0.0556325203247549
-9.78,0.0572555555589689
-9.77556862744071,0.056
-9.76534502923793,0.062
-9.76373809523748,0.068
-9.76373809523748,0.068
-9.76,0.0591268817205665
-9.76,0.0606151515154618
-9.76,0.063107878787218
-9.76,0.0672246913591185
-9.76,0.068282882882855
-9.75619393939822,0.068
-9.75525146199057,0.06
-9.74112820513297,0.064
-9.74,0.0641128205136284
-9.73926666666297,0.064
-9.72775586853806,0.06
-9.72,0.0622077519382031
-9.72,0.0617208333329067
-9.72,0.0591901960786322
-9.7148461538464,0.062
-9.71077094971557,0.06
-9.7,0.0614281481469777
-9.68539393940621,0.06
-9.68,0.0595684848478512
-9.67774358974893,0.064
-9.67597740112636,0.06
-9.66805333333968,0.066
-9.66,0.0616833333345524
-9.66,0.0623224242415432
-9.66,0.0676777777789156
-9.65388505749509,0.062
-9.65017886179144,0.066
-9.64,0.0647353535329965
-9.63581818182113,0.06
-9.63581818182113,0.06
-9.62431707317779,0.068
-9.62431707317779,0.068
-9.62,0.0647230769246523
-9.62,0.0592135593223069
-9.62,0.0607864406776931
-9.62,0.0674755555544067
-9.62,0.0682776470591047
-9.6157945619338,0.06
-9.61534210525257,0.068
-9.60983673469792,0.066
-9.6,0.0669051643196475
-9.58561290324354,0.07
-9.58561290324354,0.07
-9.58,0.0678857142854399
-9.58,0.0689454545461767
-9.58,0.071657142854245
-9.57527272725914,0.068
-9.57389473683009,0.07
-9.56494736842058,0.066
-9.56086274511244,0.064
-9.56,0.0638871794852082
-9.56,0.0672533333338431
-9.56,0.0691200000002549
-9.55882142855324,0.064
-9.54755882353376,0.066
-9.54686792453778,0.072
-9.54580281689709,0.068
-9.54,0.0674277777790293
-9.54,0.0712172042993022
-9.54,0.0725918699195439
-9.5332619047676,0.07
-9.52,0.067890196078403
-9.52,0.0680957264958163
-9.52,0.0737393939405223
-9.5151304347885,0.068
-9.51414285714629,0.072
-9.51063865545771,0.07
-9.51048818898322,0.064
-9.50697297296829,0.066
-9.5,0.0630553191484566
-9.5,0.0674956521728187
-9.5,0.0682416666674062
-9.49465284974088,0.066
-9.49447302905072,0.064
-9.49158803987145,0.07
-9.48609248554873,0.076
-9.48609248554873,0.076
-9.48267500000311,0.072
-9.48,0.0728392156880887
-9.48,0.0744385185175045
-9.48,0.0771333333328048
-9.4680955631395,0.07
-9.46777142856116,0.072
-9.46494285714698,0.076
-9.46442857142581,0.064
-9.46442857142581,0.064
-9.46,0.0685624242424134
-9.46,0.0622596491252578
-9.46,0.0659450980409164
-9.45866666669892,0.066
-9.44355555552481,0.062
-9.44,0.0683037037059793
-9.44,0.0619676767676567
-9.44,0.0670888888820622
-9.43982513661196,0.062
-9.43951515151419,0.064
-9.43678431370553,0.068
-9.43312280703744,0.066
-9.42,0.0666081300804724
-9.40561344536539,0.068
-9.4,0.0688564102551338
-9.39089795919166,0.07
-9.38,0.071780000002048
-9.36027826085818,0.066
-9.36027826085818,0.066
-9.36,0.0707908045997662
-9.36,0.065933333336064
-9.36,0.0661777777717096
-9.35179999998669,0.068
-9.34,0.0713948717976994
-9.34,0.0650189054725699
-9.34,0.0686051282023006
-9.33806557378109,0.068
-9.33186206900717,0.072
-9.32790184048597,0.066
-9.32360439559556,0.074
-9.32,0.0746833333316267
-9.31819780220287,0.074
-9.3173840304132,0.072
-9.30713207547159,0.07
-9.30342857143522,0.068
-9.3,0.0671555555556567
-9.28,0.0672545454558092
-9.26817142854995,0.066
-9.26,0.0652373333339101
-9.2502330097034,0.07
-9.24855999997117,0.066
-9.24234482756244,0.068
-9.24,0.0710487562182777
-9.23244444455044,0.068
-9.22,0.0713550387589811
-9.22,0.0681204301088567
-9.22,0.0678666666651063
-9.2,0.0701974683548977
-9.2,0.0692571428544679
-9.2,0.066852173913539
-9.19696103895387,0.07
-9.19460550459742,0.066
-9.18,0.064705691055598
-9.16696296296364,0.062
-9.16696296296364,0.062
-9.16,0.0657004329005305
-9.16,0.0615442424247263
-9.16,0.0623213675208361
-9.14,0.064466666663936
-9.14,0.0605508771917798
-9.14,0.063966666666179
-9.1285818182063,0.058
-9.1285818182063,0.058
-9.128499999744,0.066
-9.12143820221335,0.062
-9.12,0.0660328502405663
-9.12,0.0577814814811022
-9.12,0.0585827160499521
-9.11751578946884,0.058
-9.11704347833149,0.066
-9.10024427482148,0.064
-9.1,0.0639739837385444
-9.08,0.0628131147543714
-9.07667469880424,0.066
-9.06807643311324,0.068
-9.06714792899357,0.064
-9.06,0.0691423423411296
-9.05378431373303,0.068
-9.05351388889116,0.062
-9.05178231292273,0.064
-9.04951515152431,0.066
-9.04786111111843,0.06
-9.04028888887764,0.058
-9.04,0.057966013073193
-9.03866666671708,0.058
-9.03079674795955,0.06
-9.02209523810499,0.056
-9.02,0.0556647619033977
-9.02,0.0566518518534026
-9.02,0.0611963963955826
-9.01758904108805,0.056
-9.00318987340796,0.06
-9.0010212765953,0.062
-9,0.0597103448287941
-9,0.0616799999986893
-9,0.0620592592592143
-8.98101923078141,0.052
-8.98101923078141,0.052
-8.98,0.0593980952378188
-8.98,0.0604579710143069
-8.98,0.0630280193231851
-8.98,0.05188958333184
-8.98,0.0522436781636989
-8.97868322979569,0.052
-8.97494400000573,0.06
-8.96,0.0629380952356571
